compras_pasadas,nivel_riesgo,plazo,monto_credito,sector,antiguedad,ventas
3338.4823170129885,3,5,3277.2743377665734,2,2.401542829843435,3047.1879604832857
7043.158752326356,3,5,7122.680862001114,1,1.2062846114175305,9535.754830462105
6550.351594418847,4,2,7552.045684931967,4,0.9176118621916853,4508.217681359229
639.354651379286,3,3,616.2233925350397,0,2.3630720901226607,451.1141788611541
10618.014889125403,2,7,8684.977684193162,1,4.098053381173132,11245.4238103479
3219.1007118354855,3,4,3132.68007552274,1,2.328505390742956,2523.4653754718433
937.5956598476137,3,2,862.1513912246388,0,1.0632380340510148,689.4912516087941
5148.446245378489,3,5,5208.810661152824,3,2.6835333974724596,4630.494692947186
6717.532224979651,4,2,7598.252638513716,4,1.2342740184122312,6978.343480367409
6644.128742521424,3,4,6590.548275393214,1,0.41439151707985583,9488.101032746259
10290.097035627472,4,3,12061.559753279362,4,3.3905344572718534,7730.892229366008
1930.2486938838576,2,5,1518.0055942853055,0,3.0117836415695463,2080.182969119499
7927.572897816784,3,6,8166.4253177052,2,2.083408069151465,11099.998159223223
2613.199476599538,4,3,3005.0016503844463,1,0.18038676814523844,3430.4361812495436
3138.3898770978412,3,4,3011.431284016362,1,0.6481970283605415,3129.3865089008696
3642.151061653769,4,3,4229.779984370058,3,0.33633098488481006,3077.1069127661813
3234.9116608506756,3,4,3217.356027506603,2,1.8080569110242406,4671.429967938906
3151.9531701135143,4,2,3618.8305011501016,4,0.05143324154033375,2947.6782547201205
6903.343117653441,3,4,6611.85346053084,2,0.6472730067757342,9633.512531052937
3074.3664325283257,3,5,3071.280052668353,2,1.3363150736327885,2580.4983295122065
3919.353364115404,3,5,3866.949327583092,2,0.38832582316581354,3067.0192843565856
3181.7397253517406,2,9,2655.1836775623315,1,11.919168232153812,4506.212202815118
973.4280550120337,3,3,912.619260691052,1,0.5753792644214384,831.4652272482575
2872.720202771465,3,5,2870.1457143091893,3,2.7084744764397928,2967.295903455375
2637.2589837622854,2,6,2073.0035331318686,0,6.685968079747066,2011.270358170944
8898.268496279821,3,5,8857.000804305675,2,1.6789212613843076,11693.71279900801
8037.64735026145,4,2,9014.42131307801,4,0.16434792755207553,7122.442810737496
8760.358101299165,4,2,10102.807181998665,4,0.6007650132487801,11627.722838898306
1738.07861770723,4,3,2052.784465371564,2,0.6132976801388926,1290.7574587506635
8561.83031336193,4,2,9836.049642548065,4,0.8035720127833559,11657.7828987423
8507.298747385166,3,5,8570.756526771389,2,1.1488143197335186,11226.70952426911
5335.259976808586,4,3,6228.830894212843,3,0.6002846344815449,4733.4673524011
3120.858374869923,4,4,3776.256773375872,2,1.524108088228667,2635.29658405306
4241.902548608767,3,4,4165.835628014359,0,1.8590791606057304,5111.703108276297
2589.625705575051,3,4,2512.31375430361,0,3.266612339145686,2083.588640319521
8465.55239423533,4,4,10163.148993358283,2,0.8191066228651719,11782.818024370074
2611.3382120128817,4,4,3141.112689457386,2,1.1375692936882986,2000.5111957218758
1281.4502668097957,3,3,1206.4435359202387,0,0.9573105699852059,1535.8091775422886
923.2058273792841,3,3,879.4909436115903,0,0.3964871208485856,1050.2095321347967
3067.0176578437718,3,4,3037.718111460624,2,1.3673440527361944,2188.727253121113
7071.438886616435,4,3,8373.949618939441,4,2.699487799761887,7697.130206017393
2937.7865221643997,4,3,3404.2775758454313,3,1.0094479824190568,3652.754940156926
2648.703055937033,4,2,3081.158713995842,4,0.7275985131597612,3020.7935189070085
2112.0949364233747,3,3,2047.716941775118,0,0.5936118196567951,2134.411468876645
3035.1357874659716,4,2,3401.275238671033,4,1.286174595839847,2267.4551700044335
1850.070518442281,3,4,1806.2249912490122,1,0.672162006497917,1454.9615230863628
5511.388226883757,3,4,5310.756467477837,1,1.1678834802488975,7851.273387780234
4917.56293287733,4,3,5812.384444334781,3,1.75104153703617,6056.729987029209
3817.174133377976,3,3,3678.7896139071995,0,2.2788485485262977,4835.82148013462
4911.202082721497,3,6,5006.42214232053,3,4.177381448840216,4577.011431554899
1542.3032408193756,3,4,1519.4648518062934,1,0.09676133599620208,1592.3297205484243
5684.393804711364,3,5,5619.8347773621135,4,6.894538930894618,4828.8671902383885
7197.84991858153,3,5,7271.593225653435,3,5.686873368915193,8790.140426234499
3443.3383929860206,3,3,3273.703721030226,0,0.15558267529578965,3355.8637046183408
1170.293603979939,3,4,1151.1468314400195,0,3.4164573816375046,848.6718976402343
1799.6504503520991,3,4,1755.8443027042476,1,1.4128250134706841,1279.1569220670758
1241.6894105431613,3,3,1205.2207529783886,0,1.9891561363232366,1130.226683377309
1893.896704918226,4,3,2216.3136983556096,1,0.46052207280659724,1981.478854605991
3445.5687006804633,3,6,3552.7078560191767,2,4.3771372963768975,4429.042326202217
4638.527565568441,3,5,4595.164191251408,4,8.830591342661716,4262.767839709074
5570.958168123304,3,6,5665.3481733661665,2,3.995545444734619,7282.471285782535
4283.974785005171,3,5,4224.227140096633,3,1.6452414028097506,4070.144418931701
5435.089179047635,3,5,5412.894351121729,1,1.2762529875811264,7884.017933132601
8528.196972547123,3,7,8754.818823206762,3,6.678888730786807,10985.101090905197
7284.2662596860555,4,3,8537.836210384166,4,1.57750556695795,8179.591167945427
2657.693670231769,2,7,2167.2288224377103,2,8.24272644651934,1819.2523085347261
3909.9218045352745,2,7,3158.2541407892036,1,5.162352810627532,3412.255746050328
11132.532461760127,3,4,10816.745577412134,4,4.689315175679556,12183.10375785664
4421.0310230556,4,3,5221.331378275425,3,0.2421819865807492,5655.939947347492
2228.451354796957,4,4,2658.7346568543544,2,1.7834808044855588,2858.893716406486
3264.5693526406835,4,4,3960.9635062741113,2,0.05155744100097927,3390.043856964825
1828.7347418500378,3,3,1778.9035177525625,0,1.93663721856533,1735.7923635540274
3362.937186173488,3,3,3160.827918781716,0,0.676497038300654,4271.598944403084
3212.21936942605,3,3,3072.3120248973446,0,0.6902366470221886,2789.198322335886
11252.276353263775,3,6,11419.729617445359,2,3.185065923178159,13112.903479028559
6022.1891757716085,3,5,6026.033258951259,2,0.1047955280641553,8398.565149109741
3976.0529728412994,4,4,4782.642612063418,2,1.2815128205380089,4154.408573788138
5529.111032919425,3,4,5352.892809896936,1,0.11149217424685424,6490.6438740557915
4205.286505673383,2,5,3327.715208979654,0,4.4013206137754155,3860.3566998761517
5345.453710118357,4,3,6302.950898419455,3,0.8248356637146356,7082.307025377201
2867.9829409124654,3,4,2820.8269480694867,1,2.066898626476251,2253.6123496124346
3117.0494548871648,3,5,3120.558186985397,1,3.919729219472159,2450.6512696888803
3361.0992246657243,2,5,2592.1985881564133,0,4.204237009449563,3216.0396516054575
5918.735187902464,4,2,6732.214060475742,4,0.45163975144749235,7803.942311495569
3509.5441945297925,3,5,3449.751889638469,2,2.5907290019522433,4708.3055260643505
1690.8373139045552,3,3,1610.3324141798207,0,1.3356020422618113,1420.096729700636
1256.2762963852028,3,2,1197.3024898663532,0,0.588010593301226,1190.1509324680837
5581.640929942467,4,2,6468.802142100605,4,0.2602552025637247,4816.563162739135
2075.601064865795,3,3,1975.0580263259208,0,0.5358998726122269,2887.8046828996107
2561.333206769661,3,4,2484.690244892134,1,0.3585138131455288,1546.7983147399555
5949.731550059353,3,4,5779.615636985117,1,1.1667290300721342,7166.102650578355
5106.3808311665325,3,4,5079.248980298769,0,2.1437876330320353,6255.91803988269
4522.736845987177,4,2,5262.587870606503,4,0.5476467949012005,6286.377825085179
1366.5121502372228,3,3,1309.6496958574626,0,0.21484913271876283,1443.7212226712488
1384.8809436353972,3,3,1320.07172935131,1,0.45723640125583304,1235.0211222747675
5292.231982923217,3,4,5230.49611832769,1,0.8228868204489169,5648.92972127468
3401.196373000601,3,4,3363.587384142905,0,1.8307599469715858,2619.888117319009
4661.190418965063,3,5,4620.595586869443,1,4.33902686777742,4631.3835855723255
5867.5295559966435,3,4,5653.007249933469,3,2.8492328264126616,7210.302963298211
1230.995990317488,4,1,1354.1386275138595,4,1.8990482164649438,1018.5023698940628
7612.823182481402,4,2,8530.175362810867,4,0.5559070200852765,9742.552294094445
2877.76584859073,3,6,2920.8831818303015,2,5.937554196745954,2487.4375078716025
6231.918897764448,3,5,6275.361770048445,3,3.8003437334397057,7806.443452473253
5540.761442686937,4,3,6478.274760835744,4,4.236594865149823,7663.026941633456
1363.1006534747587,3,4,1334.5043805164762,3,3.813424940721374,1556.5110648607388
6224.858074257482,3,5,6165.48883806096,2,1.1531791564053653,8451.104306512785
3915.185703788164,4,4,4732.726803857245,3,2.0382579690788103,3231.8155626102775
1042.3327314626465,3,4,1022.598859473142,1,3.2778473333590123,802.1248405835705
2597.1826783851143,3,5,2583.6481348621132,2,2.8168434263138824,3439.5790367881027
3340.1545415544024,4,2,3874.4221310125236,4,1.356830738787396,3006.7194734511304
1729.7819274294807,3,5,1742.2305303152168,2,2.000793196805299,2279.7619961035043
2901.4234969806344,3,4,2790.154026417613,0,1.1507138793396146,2378.719542156043
3876.122135585182,3,3,3767.1068026303133,0,0.6259952783742408,4875.228938396944
1344.1836338363282,4,4,1585.1911252659252,2,0.37838950734411364,1013.9739876599835
1981.1601884781664,3,4,1968.194857281509,0,2.1104106636544113,1639.4904214866972
1301.741742314215,3,3,1219.5509255690213,1,0.16656287775686593,1310.580542440182
5724.587378739241,4,4,6836.65806485094,2,0.28472769975389417,8115.745369661039
3448.9934156643662,3,5,3464.2819317894946,2,1.293917428643658,2727.1118704592905
2246.9106221811767,3,4,2203.8020308387067,0,1.594623385232768,2855.3075769238326
5673.609388300124,2,4,4301.329271111351,0,2.0754816028936522,7912.64775311938
5859.052397276153,4,3,6730.685152481399,3,0.36265802630477667,5931.728861495847
7070.251153710781,4,3,8215.866647905641,4,2.5306983215153607,9263.467067002897
5800.589639939335,4,3,6887.0712432415485,3,0.09362661162243567,7245.464730793972
3137.9374572411193,2,5,2466.3434709214207,0,4.799922162648448,3955.8372761446362
4079.4430997023733,3,5,4064.407138586477,3,2.6656913944889316,3239.322107461468
1533.4384101853484,3,5,1516.7942045192278,2,3.377690181482985,1147.2827812006585
3438.213278532611,3,3,3300.9059161868,0,0.3119168857548053,2898.3014201955275
1718.9936123651896,3,4,1651.4103832650173,2,2.2634254469654342,1214.9538483289675
829.5308705506447,3,5,834.5858944417103,2,6.072080027215734,586.8504765925591
3285.7992852962416,2,5,2505.464682122015,0,3.4850130357452755,4517.107276471333
7431.159523059544,4,2,8375.625540096478,4,0.9479126305558079,7149.410377865296
1811.372535220819,3,4,1779.7646154014778,1,4.377237069642041,1595.5156168446697
4870.304494834852,3,4,4693.394350205534,1,1.2343850779147718,6999.082395757431
3828.5038013880385,4,3,4478.32405961638,3,0.1483798273276838,4218.57764987119
2100.2477832310096,4,3,2480.3845040924252,4,5.154600269662849,2663.261559554269
3052.577513878752,3,4,2933.2093872171467,1,0.050578457494052965,4025.043406476483
2128.649473246754,1,8,1246.4638575810895,0,12.65114223456389,2738.5656823296376
6655.101973242301,4,3,7778.094500540168,4,2.5844525802352725,4928.3473235359115
2654.517103272672,3,3,2536.748274004384,0,0.3545783153531578,2724.2757599661113
6977.76155825223,3,4,6806.188505518688,1,1.0706069006579795,8180.45889544042
4281.049837314746,4,2,4826.014878440352,4,0.08326371773775863,3010.466806622115
7944.7772680535045,4,4,9435.894961794102,3,0.8162939029811145,9353.867100720936
7011.615566840901,3,5,6984.526695329153,3,3.0325128519283715,8541.908599174461
1180.223412374435,3,3,1112.307474179795,0,1.0202542963835914,1250.8130739512546
4160.757706533377,4,4,5028.897310466583,3,2.3089370404960117,2897.0082938266764
4757.495745243733,3,3,4610.364441550043,0,0.8316017407858879,5888.137582903698
2299.3825574236953,3,4,2288.082905609561,1,0.2775454182370024,2353.089212586064
8187.85229206455,4,3,9463.48240544909,3,1.1552989973159622,11579.227811777584
2526.9712209124555,3,4,2422.4343920372485,0,1.926181980441261,2957.2906598108134
3241.1747220030184,3,3,3111.146908339685,4,4.8659469977887735,3554.2601814808695
1565.8830484191162,3,4,1530.0855415743176,1,1.2897095962758605,1323.3336672361447
1019.961876260286,4,4,1213.2384067166943,2,0.8284639166102521,829.6865418961687
4792.383839585345,3,5,4696.497750290052,2,1.4523177495778896,6587.070048705058
4159.999912477756,3,5,4099.49823121336,2,2.690618490961899,5657.179669761491
6891.729461631655,4,3,7930.726635424726,3,0.4308909836061342,8950.551415668553
10374.157179907665,3,5,10355.67454851557,3,2.6402494890575667,11859.89659909387
5090.2856232014165,4,3,5872.930099003603,3,1.3710440082549715,6664.023058651977
1296.1204899113995,3,3,1224.8670013094804,0,1.810783115855557,1015.7876410773677
5324.256581017841,4,2,6159.0906509896395,4,0.11158252583785666,6843.463248970009
2331.9772475295117,3,4,2315.5181057487425,1,1.8279769756279747,2274.0720219536956
671.5253943305496,3,3,651.4503739098766,0,0.7341817690160458,470.5807693936743
5537.011474220576,3,5,5628.945252808981,3,1.5600230826487382,7227.536296199582
6588.920840016098,4,3,7631.459304788538,4,1.914943586001151,6712.350699667352
4401.39761066528,3,5,4380.933637440454,2,2.1890379760111736,3957.1717575184352
4430.598757361773,3,5,4354.941738019867,1,2.658061911304191,3544.3558108120865
5561.727727008966,3,4,5510.68006568552,1,0.4125622827583926,6024.600955272009
3448.4537347173828,3,6,3494.9470399039715,2,4.040015063198955,4032.0844548820064
3096.220793741587,3,6,3192.2142740903337,2,4.525458058054845,2706.7537809170854
5687.897187946713,3,5,5654.072207915337,1,2.427033992834416,8215.506490508733
2931.3263610907256,3,3,2781.9641998248608,0,0.9126726060791023,3834.2969146556857
10174.525739144314,4,2,11426.980102762454,4,1.4247734412206627,14450.538858963451
2359.9657526147703,3,3,2259.914406005837,0,0.1803505246392797,2202.599787128258
3698.9357104368796,2,7,2980.31625073459,2,7.008471347351655,5075.572870409833
4175.135481038208,2,4,3122.172612870378,0,2.8560027459149158,3519.654999132102
4487.957890644951,4,2,5049.214861114715,4,0.7464365660595459,3755.421845385015
8479.013442541507,3,6,8724.442572822776,2,2.337897573687955,11545.182796264204
2571.8937852491754,3,4,2476.9000326207242,1,1.0555338401103038,1762.703760968073
2123.093038135575,3,5,2110.851114127485,1,2.1302655278470515,1842.671078525159
5640.549658663064,3,4,5442.512894641124,4,5.730831253008913,6898.6210323760515
1981.604791892677,2,5,1559.56668882436,0,4.765827254977959,2538.289440951907
3986.597365008851,4,3,4676.95152857749,3,1.2021610319237015,3637.477969114244
5161.710929580885,3,4,4965.29476449169,1,0.5966126997121182,6340.545305064893
4666.442877884701,3,4,4527.4095802515385,0,0.2865799619360437,5047.252547297231
2780.4269915967943,3,5,2736.5400568580017,1,1.8194461954927728,2693.4998365642173
2514.7274144319103,3,4,2439.1513500417277,1,1.4800899550009174,1924.4676883213829
1705.3690499469221,3,3,1652.3467066001215,0,0.04730817093897393,2167.4013827489525
2802.9814843063414,4,1,3148.7329460388555,4,0.2938930699066621,3631.263683259599
3652.0986934409802,4,4,4285.330248632587,3,2.1437303067379214,4628.450454532888
1952.414717387978,3,3,1902.6355401347298,0,0.3346720835481523,2031.8697398644488
5667.300878380473,3,4,5519.269337493928,1,0.4449881059493422,7347.274153917089
3151.452158303336,3,5,3120.857250346403,2,1.714666397608395,3162.1242235461973
5661.320541780877,4,3,6738.173398195379,3,1.248511218087978,7189.611192785988
2124.0990758839025,3,4,2077.14967939625,1,0.6356723406185362,1499.3577332834557
2825.0168602543413,3,3,2724.486192788319,0,0.7039445914374535,3132.2424411033885
8657.879687484061,3,4,8575.732971221632,4,3.1136975901665127,11819.807427455324
7750.197118875081,4,3,8988.952858358747,4,1.3982863880609298,9298.7154378296
5196.433516299178,3,6,5222.6992710192335,2,5.191618654696705,6691.203534843629
6558.0627633346485,3,6,6743.925350810321,3,4.189871701457928,6682.557241210866
2272.2406794248227,4,2,2569.9690857440105,4,0.6043316699255601,1710.4998524646148
3356.357892336311,4,4,3965.9013563981202,2,0.8533029425323149,4655.53826769395
3444.4418800975977,3,7,3510.668707970132,2,6.557338944221623,3288.52955754158
6754.008004513737,3,5,6685.593129102723,2,2.2477709153245495,8162.121895274426
5666.556547176091,3,4,5604.618396576939,4,3.723527069459995,5973.491880268856
5799.663758583261,3,4,5611.499950061977,2,0.5756663745882542,7309.114677579073
1309.4256456738322,3,2,1230.3799162132964,0,0.7855916434380747,965.3184365775677
4404.269543751345,4,3,5045.2960717783835,3,1.2516002378812119,5173.250979305179
5355.810974255335,2,5,4186.457526998821,0,4.326180894347314,6777.378888974267
1986.39328223153,2,6,1601.4375859103318,1,6.342051509112231,1887.9649137090084
1407.7740813599137,4,2,1603.376872159022,4,3.259884093951389,1657.917177201404
5749.837456569778,3,5,5659.225588149323,2,0.05103617465181221,5710.039513939893
7658.816027778771,3,6,7806.3746524144635,2,3.307339288922226,9137.300892822772
12979.566506548384,4,3,14937.212598846003,4,2.286674614962554,10490.914795471423
4281.881769473261,3,4,4182.612453999225,1,0.7462203371970023,5724.282002196196
10015.904581701014,3,4,9828.46850124924,4,4.28157942318079,13706.948717044552
2645.015540148547,4,1,2990.5634112720563,4,0.8084255565440601,2443.500657522501
4368.36586520647,4,2,5010.8428333652655,4,1.418353929432138,5058.496045139088
6595.691817498392,3,4,6342.742413055302,4,2.6170039468328716,6461.8105100118455
3686.419256561451,4,3,4227.054053832473,3,1.13723130717195,3224.343136221804
4055.138350472698,3,4,4008.98755117367,0,3.152449948732784,5126.371192136353
3361.3765831092146,4,2,3871.9500194097177,4,3.2274866797031105,2767.0821841373804
3528.2468360302228,3,5,3484.1812038658127,3,3.9527719914133246,2956.634513147361
4647.444166689003,3,6,4797.700908580173,2,3.772247907262673,2724.976953389108
2562.1288051144315,3,4,2519.9515226671024,1,0.10684439509915114,2883.7247738863516
4197.969231736129,3,5,4242.621638748212,2,3.0328111297009888,5998.1855334682095
2392.8988161504317,3,4,2365.8286897765447,0,1.6644694428561913,1741.7717347191985
3393.8221027806426,3,3,3248.637041583482,0,1.4345814672377935,3716.6898098790084
4084.645620450279,3,4,3947.3766784143045,1,0.43286924369000146,4076.306223101163
5490.604908887943,4,4,6670.130106187132,3,1.7797722471301893,5407.723388404243
6539.127077706656,4,2,7431.54042179892,4,1.4426945715688326,7479.891247761395
2376.411275492495,3,4,2350.9479467402602,1,2.0832615731064323,1463.7783966549564
2887.79950279511,4,2,3358.104556425441,4,1.5248684305415219,2457.4279267543784
7867.071261899614,4,2,8927.461854527368,4,0.7111704876078415,6331.331741573595
3400.484915016514,3,4,3346.3257296354764,1,0.4280234218398051,4555.182988477879
5429.304859726566,4,2,6193.654225681635,4,0.6849209147911854,6593.885787841385
4428.022200419503,4,4,5343.326894206721,3,2.2232624570426305,3809.3748479979395
4896.76738966796,3,6,4924.791618003653,2,3.730102613758054,6612.762076342391
3209.9767179732253,3,4,3097.881980445004,0,2.371286213672074,3892.950135635523
3870.573094622336,4,2,4504.930816484679,4,1.9046780977030975,3045.739722534112
1978.3378924339247,3,3,1871.9446500368106,0,1.0893661243619432,1686.5934782793718
3003.5794831703565,3,6,3002.2571952131634,2,3.891558601737687,2463.422528183043
2256.5070077006985,3,5,2290.3495071046573,3,3.596020940907712,2291.7145368061756
829.6609646580586,3,3,792.3980236586658,0,0.9509708898702126,631.9556421370919
13861.84407727597,4,3,16167.096030366929,4,2.030787646354391,18314.953968446403
2140.1558612419535,3,6,2221.6928080869843,2,3.849759717470046,2557.9528523627496
5206.021743125094,2,6,4125.784318031238,0,5.536844282282564,4849.588979386909
2215.3281167765263,4,3,2561.16960735715,3,1.0647643389485397,1571.1568146091658
5979.682416221116,3,5,5903.308306263012,2,1.4573268938625572,7904.971643267746
6077.288545017582,3,5,6088.680753385765,1,1.158180596746473,8032.732446263524
5408.900881827505,3,4,5301.61275119878,2,0.06978131312985279,3888.023278187679
12495.968778919354,4,2,14540.757455042807,4,0.4687590590549609,15055.836753474881
6012.298117947183,3,6,6218.554040107086,2,3.871255978777853,5062.457298595778
1785.3024190808576,3,3,1720.9976770419337,1,0.38803419971904685,1876.532383461383
3047.080322986449,3,3,2901.959368298179,1,0.7186739664330427,4064.216837155
3663.6827624197495,4,2,4107.20885767283,4,1.4380801041363405,4635.8262824992225
3760.046541229228,3,5,3811.199868389075,1,2.1049716679292,3966.8677262144824
4781.347645905561,3,3,4511.875072099991,0,1.049331325940077,6272.387972732319
3080.339777416554,1,8,1816.5284352018075,0,11.78972669228928,3276.8121309504377
3326.1941352622707,3,4,3188.005933192882,3,3.077996609671581,2600.064187685618
1802.135641460702,3,3,1707.821852682337,1,0.16725357295707147,1306.985380198375
5392.948003329712,3,5,5370.176516164203,3,1.6511730160440858,4689.557863436163
4726.607157499372,4,3,5441.2266942629585,3,0.5376878460178597,6055.504694083386
2708.3599626483165,3,5,2720.752823751448,3,3.878631898881539,3035.365038527789
3932.2843740247363,4,4,4646.9272936104935,3,1.6619320567322375,3259.711140587107
3420.8159756784326,3,5,3426.5949872854994,2,3.8045359342416973,4280.772357774309
8945.840867659535,4,2,10198.952083712631,4,1.156100669698773,9391.809574557376
3108.8507484623765,4,2,3576.7457623413798,4,0.7693325798831785,3006.046270429797
16461.675557733743,4,3,19185.88210404381,4,1.3383382826625427,19671.71500820752
1273.881946031334,3,3,1213.406552679418,0,0.9585959253825526,1389.401023323229
2463.552222008342,3,5,2478.2013143504932,2,4.933808912323323,3410.6824992235506
5471.874619249335,3,6,5570.178076493186,2,3.6645723758691764,5137.331897839172
4885.886103996153,3,4,4850.532459004161,4,7.7082049502436245,6736.241717411172
8330.584196700049,3,3,7811.113939895114,0,0.619444721943581,10670.036559071208
7207.305464034126,3,7,7445.863220235492,2,5.095823095896613,6009.711278424466
4993.53994560331,4,3,5732.964431147169,3,0.7866693107085686,5280.891436699396
4790.6294627269735,3,5,4790.994178689017,2,3.2069338827141443,6475.782021836986
2374.692613189484,1,8,1371.274178749378,1,11.808432865338892,2199.069455890155
1712.558212423738,4,4,2081.457260644314,2,0.08156137942534994,1387.8827204264094
4679.850687177769,4,2,5379.536551930548,4,0.7677135741692239,4650.351709230087
8200.34936689895,4,2,9478.2475992391,4,0.22792030716747186,9584.902751923024
4322.462101498848,4,2,4932.489421228782,4,1.644186780640839,5490.348187160013
2885.16636208779,3,5,2833.9195368586397,3,4.70013356675871,2346.2819928326817
6952.317688159908,4,3,8105.364476581852,4,2.1725239101990024,6088.695129350322
2819.350753648515,3,4,2724.2778801637883,2,2.058657106983801,3726.214514413672
5807.05438022819,3,5,5886.774897401531,3,3.064490216625719,5373.481505514415
1168.723866872677,3,3,1113.040205638017,0,0.7792751446797849,1204.4692688899277
12498.286818450211,3,5,12548.365590666874,1,2.2634173069671264,13369.65031897886
5206.776210141432,3,4,5049.752361025087,2,0.037798801312099235,7376.151705112062
4844.745936091948,3,5,4776.500684559917,2,2.4908022726874144,6433.411841966109
4530.125418556719,4,3,5372.547769159337,3,0.059606807948813456,3343.968748082463
2057.1483353308304,3,4,2041.482074643433,1,0.33597656708355633,1923.0668555850427
1446.727288991624,3,2,1343.681525545136,0,0.38147388068661425,1914.9634852450629
1483.7550915784477,3,4,1443.2395130008335,0,2.8488420315836915,846.344149516474
1914.5519358886252,3,4,1861.8828193222505,0,2.86622781896061,2406.7157583840803
4951.668251735388,3,5,4895.824353851696,2,0.02438305076924739,4013.6418189449096
5392.561925804169,3,5,5303.774770491031,1,2.3705980299829017,6680.796492569329
3568.76603509604,4,3,4240.225422240368,3,0.7065588948637774,2708.389094683601
4514.8616175257675,4,2,5066.121722041304,4,2.8276363600622556,5657.920234352563
1932.7500254616714,3,3,1857.049527765368,0,1.978780788063402,2174.947709862558
3428.9359645333025,3,3,3242.309430918737,0,1.7401086946082556,3737.217894681651
10623.489535652281,4,3,12368.038967310778,4,0.6395935955811324,11833.74020309641
6167.29917997363,4,3,7130.803730510128,3,0.010009578295212105,4637.715574300118
2409.661561436417,4,3,2766.8074516016736,3,0.49595803111910214,3013.421382316423
4393.146431142784,3,4,4269.872356970927,0,1.862077482227133,5070.919946110264
